,id,title,release_year,age_certification,runtime,production_countries,imdb_score
1406,tm294581,The Clapper,2018,R,89,['US'],5.1
1407,tm290831,Fun Mom Dinner,2017,R,81,['US'],5.3
1408,tm425732,The Land of Steady Habits,2018,,98,['US'],6.2
1409,tm413557,Okko's Inn,2018,PG,94,['JP'],7.0
1410,tm285295,Our Souls at Night,2017,,101,['US'],6.9
1411,tm366019,BuyBust,2018,,127,['PH'],5.7
1412,tm350607,Escape from Mr. Lemoncello's Library,2017,G,69,"['CA', 'US']",5.3
1413,tm434917,I Am Jonas,2018,,82,['FR'],7.0
1414,tm368538,MILF,2018,,101,['FR'],4.8
1415,tm445735,Springsteen On Broadway,2018,,153,['US'],8.5
1416,tm427293,Solo,2018,,100,['ES'],5.0
1417,tm353742,Bullet Head,2017,R,94,"['US', 'BG']",5.4
1418,tm311898,Small Crimes,2017,,95,"['CA', 'US']",5.8
1419,tm326624,Unrest,2017,,97,"['US', 'DK', 'GB']",7.6
1420,tm443993,"Take the Ball, Pass the Ball",2018,,107,['ES'],7.9
1421,tm420656,Reprisal,2018,R,89,"['GB', 'US']",4.2
1422,tm441198,The Princess Switch,2018,PG,101,['US'],6.0
1423,tm430104,High Society,2018,,119,['KR'],5.5
1424,tm285649,The Ottoman Lieutenant,2017,R,111,"['TR', 'US']",6.4
1425,tm313293,Whose Streets?,2017,R,90,['US'],5.5
1426,tm357820,The Open House,2018,,94,['US'],3.3
1427,tm440996,Trevor Noah: Son of Patricia,2018,R,63,['US'],7.3
1428,tm260272,Little Evil,2017,,94,['US'],5.6
1429,tm446424,Christmas with a Prince,2018,,90,['CA'],5.2
1430,tm320727,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",2017,,60,['US'],7.4
1431,tm313487,Bending the Arc,2017,,102,['US'],8.0
1432,tm357479,Day of the Dead: Bloodline,2017,R,90,"['US', 'BG']",3.4
1433,tm368310,Retablo,2018,,95,"['PE', 'DE', 'NO']",7.5
1434,tm440415,John Leguizamo's Latin History for Morons,2018,PG,89,['US'],7.3
1435,tm300054,Orbiter 9,2017,,95,['ES'],5.9
1436,tm320670,White Fang,2018,PG,87,"['LU', 'US', 'FR']",6.9
1437,tm233360,Sand Storm,2017,,87,['IL'],6.8
1438,tm443186,Generation Iron 3,2018,,75,['US'],6.2
1439,tm314705,Jo Koy: Live from Seattle,2017,,63,['US'],7.2
1440,tm324124,"Oh, Hello on Broadway",2017,,102,['US'],7.7
1441,tm417440,Camarón: The Film,2018,,104,['ES'],7.5
1442,tm139564,The Outcasts,2017,PG-13,95,['US'],5.4
1443,tm327540,Gnome Alone,2017,PG,85,"['CA', 'GB', 'US']",5.6
1444,tm371630,How to Be Really Bad,2018,,100,['DE'],6.2
1445,tm344886,The Angel,2018,,114,"['IL', 'MA', 'US', 'BG', 'GB']",6.6
1446,tm420989,Father of the Year,2018,,94,['US'],5.2
1447,tm270490,The B-Side: Elsa Dorfman's Portrait Photography,2017,R,76,['US'],6.7
1448,tm325102,Puss in Book: Trapped in an Epic Tale,2017,G,23,['US'],
1449,tm426202,Demetri Martin: The Overthinker,2018,,56,['US'],7.2
1450,tm313988,The Death and Life of Marsha P. Johnson,2017,,105,['US'],7.2
1451,tm404690,Happy Anniversary,2018,,78,['US'],5.7
1452,tm376903,Dry Martina,2018,,95,"['AR', 'CL']",5.8
1453,tm359713,El Camino Christmas,2017,,89,['US'],5.7
1454,tm238377,The Legacy of a Whitetail Deer Hunter,2018,,83,['US'],5.5
1455,tm285171,Clinical,2017,,104,['US'],5.1
1456,tm363231,Godzilla: City on the Edge of Battle,2018,PG-13,105,['JP'],5.8
1457,tm424032,My Masterpiece,2018,,100,"['AR', 'ES']",7.1
1458,tm421776,Ronnie Coleman: The King,2018,,93,['US'],7.0
1459,tm322569,Hasan Minhaj: Homecoming King,2017,,72,['US'],8.2
1460,tm266702,The Climb,2017,,103,['FR'],6.9
1461,tm307776,Secret Superstar,2017,,150,['IN'],7.8
1462,tm426569,A Twelve-Year Night,2018,,117,"['AR', 'ES', 'UY']",7.5
1463,tm414447,Dear Ex,2018,,99,['TW'],7.3
1464,tm311319,Manhunt,2017,,106,"['HK', 'CN']",5.2
1465,tm839847,WHAT DID JACK DO?,2017,,17,['US'],
1466,tm405849,Flavors of Youth,2018,PG-13,68,"['JP', 'CN']",6.6
1467,tm344336,Burn Out,2018,,107,['FR'],6.2
1468,tm406831,Modest Heroes,2018,PG,18,['JP'],6.6
1469,tm423761,Iliza Shlesinger: Elder Millennial,2018,,72,['US'],7.2
1470,tm374845,The Seven Deadly Sins: Prisoners of the Sky,2018,PG-13,99,['JP'],7.1
1471,tm311995,The Battleship Island,2017,PG-13,132,['KR'],7.1
1472,tm366590,Sanju,2018,,159,"['IN', 'US']",7.7
1473,tm515157,Point Blank,2017,NC-17,86,['US'],5.7
1474,tm434727,"Ron White: If You Quit Listening, I'll Shut Up",2018,,63,['US'],6.5
1475,tm361770,Craig Ferguson: Tickle Fight,2017,,66,['US'],6.6
1476,tm371952,Sarkar,2018,,164,['IN'],7.0
1477,tm306811,Casting JonBenet,2017,,81,"['US', 'AU']",6.1
1478,tm425884,They'll Love Me When I'm Dead,2018,,98,['US'],7.4
1479,tm307612,Strong Island,2017,,107,['US'],6.4
1480,tm366820,Come Sunday,2018,,106,['US'],6.0
1481,tm311789,The Most Hated Woman in America,2017,,91,['US'],6.1
1482,tm244300,Lommbock,2017,,102,['DE'],6.7
1483,tm448479,Aya,2017,,24,"['QA', 'TN', 'FR']",
1484,tm301024,Wedding Unplanned,2017,,94,['FR'],5.7
1485,tm317491,Spyder,2017,,145,['IN'],6.3
1486,tm327053,The Killer,2017,,99,['BR'],6.0
1487,tm419496,Lust Stories,2018,R,120,['IN'],6.4
1488,tm410748,The Most Unknown,2018,,92,['US'],6.5
1489,tm299764,The Motive,2017,,104,"['ES', 'MX']",6.5
1490,tm408941,Mercury 13,2018,NC-17,79,['IE'],6.9
1491,tm444469,Eerie,2018,,101,"['PH', 'SG']",4.6
1492,tm412273,Tig Notaro: Happy To Be Here,2018,,58,['XX'],6.6
1493,tm365122,Benji,2018,PG,87,"['US', 'AE']",6.3
1494,tm309903,The Little Vampire 3D,2017,,83,"['DE', 'DK', 'NL', 'GB']",5.4
1495,tm362121,Time Share,2018,,96,"['NL', 'MX']",5.9
1496,tm321628,Rip Tide,2017,,85,['AU'],5.4
1497,tm299504,Holy Camp!,2017,,109,['ES'],6.2
1498,tm346939,Alaska Is a Drag,2017,,83,['US'],6.5
1499,tm326704,Parmanu: The Story of Pokhran,2018,,129,['IN'],7.6
1500,tm365824,Zero,2018,,180,['IN'],5.2
1501,tm407295,Amateur,2018,R,17,['US'],5.9
1502,tm357552,Pottersville,2017,,85,['US'],5.4
1503,tm438995,A Christmas Prince: The Royal Wedding,2018,PG,92,['US'],5.3
1504,tm404475,The Bleeding Edge,2018,,99,['US'],7.6
1505,tm244274,Lowriders,2017,PG-13,99,['US'],5.6
1506,tm375302,Derren Brown: The Push,2018,,69,[],7.5
1507,tm376234,The Warning,2018,,93,['ES'],5.9
1508,tm314829,NY Prison Break: The Seduction of Joyce Mitchell,2017,,103,['US'],5.5
1509,tm327622,S.W.A.T.: Under Siege,2017,R,89,['US'],4.5
1510,tm371959,6 Balloons,2018,,75,['US'],5.9
1511,tm313120,Chasing Coral,2017,,93,['US'],8.1
1512,tm429208,Next Gen,2018,PG,105,"['CA', 'CN']",6.6
1513,tm362180,"Ram Dass, Going Home",2017,PG-13,31,['US'],
1514,tm372305,First Match,2018,,94,['US'],6.4
1515,tm326773,Sunday's Illness,2018,PG-13,113,['ES'],6.9
1516,tm407714,I Am Not an Easy Man,2018,,98,['FR'],6.3
1517,tm318641,Justice,2017,R,99,['US'],4.0
1518,tm408306,Seth Rogen's Hilarity for Charity,2018,,70,['CA'],5.0
1519,tm233485,Charming,2018,,90,['US'],5.6
1520,tm363329,Christmas Wedding Planner,2017,PG,86,['CA'],4.3
1521,tm328175,Budapest,2018,R,102,['FR'],5.4
1522,tm344173,All I Wish,2018,G,94,['US'],5.2
1523,tm307843,Angamaly Diaries,2017,,132,['IN'],7.9
1524,tm441060,ReMastered: Tricky Dick & The Man in Black,2018,,58,['US'],7.1
1525,tm370628,Fred Armisen: Standup for Drummers,2018,,65,['US'],5.8
1526,tm300027,Thi Mai,2018,G,99,['ES'],6.0
1527,tm406098,Battle,2018,R,95,"['NO', 'SE', 'DK', 'NL']",5.9
1528,tm300056,Holy Goalie,2018,,95,['ES'],5.3
1529,tm355666,Saving Capitalism,2017,,73,['US'],6.8
1530,tm244292,Bibi & Tina: Perfect Pandemonium,2017,,110,['DE'],4.0
1531,tm313712,Mom,2017,,147,['IN'],7.2
1532,tm359714,Christmas Inheritance,2017,,105,['US'],5.7
1533,tm336712,An Imperfect Murder,2017,R,71,['US'],3.2
1534,tm376015,LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,2017,,22,['US'],5.8
1535,tm348010,Killing Hasselhoff,2017,R,80,['US'],4.4
1536,tm238587,Shepherds and Butchers,2017,R,106,"['US', 'DE', 'ZA']",6.8
1537,tm372662,The Skin of the Wolf,2018,,110,['ES'],5.8
1538,tm438994,The Holiday Calendar,2018,,94,['US'],5.7
1539,tm279585,Deidra & Laney Rob a Train,2017,,92,['US'],6.0
1540,tm270987,Sahara,2017,,86,"['CA', 'FR']",5.5
1541,tm374216,Take Your Pills,2018,,87,['US'],6.3
1542,tm362074,And Breathe Normally,2018,,102,"['IS', 'SE', 'BE']",6.9
1543,tm285298,Naked,2017,,96,['US'],5.4
1544,tm263427,The Invisible Guardian,2017,,129,"['DE', 'ES']",6.4
1545,tm421335,Jim Jefferies: This Is Me Now,2018,,70,['US'],7.3
1546,tm428453,Cities of Last Things,2018,,106,"['CN', 'FR', 'TW', 'US']",6.2
1547,tm371741,Si saben cómo me pongo ¿Pa' qué me invitan?,2018,,89,['CO'],4.5
1548,tm295177,It's for Your Own Good,2017,,93,['ES'],5.5
1549,tm299783,The Laws of Thermodynamics,2018,,100,['ES'],6.0
1550,tm313748,Handsome: A Netflix Mystery Movie,2017,,81,['US'],5.2
1551,tm444043,Hometown Holiday,2018,,84,['CA'],5.0
1552,tm287041,Jailbreak,2017,,100,['KH'],5.4
1553,tm327652,"Roxanne, Roxanne",2017,,98,['US'],6.2
1554,tm416620,Quién te cantará,2018,,125,"['ES', 'FR']",6.9
1555,tm354644,Something Huge,2017,,86,['ES'],4.4
1556,tm299730,Lucid Dream,2017,,101,['KR'],6.1
1557,tm331117,Carbone,2017,,104,"['BE', 'FR']",6.5
1558,tm417317,Bhavesh Joshi Superhero,2018,,155,['IN'],7.6
1559,tm359150,Nothing to Hide,2018,,93,"['BE', 'FR', 'IT']",6.8
1560,tm358666,The Awakening of Motti Wolkenbruch,2018,,94,"['DE', 'CH']",6.6
1561,tm300447,Bill Burr: Walk Your Way Out,2017,,77,['US'],7.2
1562,tm463806,The Legend of Cocaine Island,2018,,87,['US'],6.3
1563,tm350887,Barbie: Dolphin Magic,2017,G,63,['CA'],
1564,tm289882,Birdshot,2017,,116,['PH'],6.6
1565,tm296398,Steel Rain,2017,,139,['KR'],7.1
1566,tm440946,Christmas with a View,2018,,90,['CA'],5.1
1567,tm361743,A Miraculous Christmas Special: Tales of Ladybug and Cat Noir,2017,,21,"['JP', 'KR', 'FR']",
1568,tm408104,Greg Davies: You Magnificent Beast,2018,,66,['GB'],7.1
1569,tm244521,Catfight,2017,,96,['US'],5.9
1570,tm414676,Paradise Lost,2018,,110,['BR'],6.9
1571,tm321627,Ali's Wedding,2017,,110,['AU'],6.9
1572,tm307761,Toilet: A Love Story,2017,,155,['IN'],7.2
1573,tm428073,When Angels Sleep,2018,,94,['ES'],5.5
1574,tm356563,The Stolen,2017,,98,"['DE', 'NZ', 'GB']",5.3
1575,tm365670,Perú: Tesoro Escondido,2017,,76,['PE'],6.1
1576,tm415875,Break,2018,,91,['FR'],5.7
1577,tm432838,Black Is Beltza,2018,,88,['ES'],5.8
1578,tm427143,Edge of Fear,2018,R,91,['US'],4.4
1579,tm346398,Ryan Hamilton: Happy Face,2017,,56,['US'],7.3
1580,tm376840,End Game,2018,,40,['US'],
1581,tm367473,Bad Seeds,2018,,100,['FR'],7.3
1582,tm409942,Shéhérazade,2018,,111,['FR'],7.0
1583,tm300440,The Mansion,2017,PG-13,100,['FR'],4.6
1584,tm408890,Yucatán,2018,PG,129,['ES'],5.5
1585,tm307950,Mike Birbiglia: Thank God for Jokes,2017,,71,['US'],7.5
1586,tm375729,Us and Them,2018,,120,['CN'],7.3
1587,tm313424,Pad Man,2018,PG-13,140,['IN'],7.9
1588,tm426117,On My Skin,2018,,100,['IT'],7.3
1589,tm244321,Sun Dogs,2017,,93,"['MX', 'US']",6.2
1590,tm372610,Derren Brown: Miracle,2018,,73,['GB'],6.5
1591,tm409456,Manto,2018,,113,['IN'],7.3
1592,tm242108,Little Boxes,2017,,84,['US'],5.9
1593,tm242765,Raising the Bar,2017,PG,93,['AU'],5.5
1594,tm322210,Bomb Scared,2017,,89,['ES'],5.6
1595,tm439854,Baazaar,2018,,140,['IN'],6.5
1596,tm340587,Ittefaq,2017,PG,107,['IN'],7.2
1597,tm266705,Giant,2017,PG-13,114,['ES'],6.6
1598,tm372891,Chris Rock: Tamborine,2018,,64,['US'],6.6
1599,tm315850,Take Me,2017,,83,['US'],6.1
1600,tm421748,Ee Nagaraniki Emaindi,2018,,120,['IN'],7.9
1601,tm353046,Patton Oswalt: Annihilation,2017,,66,['US'],7.2
1602,tm418039,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,2018,,22,['US'],5.6
1603,tm324588,Rory Scovel Tries Stand-Up for the First Time,2017,,66,['US'],6.7
1604,tm440678,Revenger,2018,NC-17,102,['KR'],5.7
1605,tm995893,The Crossing,2017,,10,['PS'],7.5
1606,tm275437,Coin Heist,2017,PG,97,['US'],4.7
1607,tm426983,Joy,2018,,99,['AT'],6.6
1608,tm440278,Hakkunde,2017,,92,['NG'],6.4
1609,tm307774,Jagga Jasoos,2017,PG,180,['IN'],6.3
1610,tm299396,Getaway Plan,2017,,105,['ES'],5.6
1611,tm366972,The Drug King,2018,,139,['KR'],6.2
1612,tm307751,Jab Harry Met Sejal,2017,PG,200,['IN'],5.0
1613,tm367008,Katt Williams: Great America,2018,,60,['US'],6.2
1614,tm437631,Derren Brown: Sacrifice,2018,,49,['US'],7.1
1615,tm445899,Struggle: The Life and Lost Art of Szukalski,2018,,104,"['PL', 'US']",7.9
1616,tm236659,Sky Ladder: The Art of Cai Guo-Qiang,2017,,80,['US'],7.3
1617,tm305112,The Fortress,2017,,140,['KR'],6.8
1618,tm353247,Qarib Qarib Singlle,2017,,125,['IN'],7.1
1619,tm477838,Disconnect,2018,,107,['KE'],5.3
1620,tm375007,Feminists: What Were They Thinking?,2018,,86,['US'],6.9
1621,tm233484,Duck Duck Goose,2018,PG,82,['CN'],5.7
1622,tm355724,A Christmas Prince,2017,PG,92,['US'],5.7
1623,tm496588,Azali,2018,,92,['GH'],5.7
1624,tm363878,Aiyaary,2018,,157,['IN'],5.2
1625,tm347850,SPF-18,2017,PG-13,75,['US'],3.2
1626,tm411856,Hari Kondabolu: Warn Your Relatives,2018,,67,['US'],6.5
1627,tm363003,Seeing Allred,2018,,96,['US'],7.2
1628,tm348386,Resurface,2017,,27,['US'],7.1
1629,tm349752,Heroin(e),2017,,39,['US'],
1630,tm372054,The Tribe,2018,,90,['ES'],5.8
1631,tm440255,The Plagues of Breslau,2018,,93,['PL'],5.9
1632,tm372061,Sudani from Nigeria,2018,PG,123,['IN'],8.2
1633,tm372917,Pope Francis: A Man of His Word,2018,PG,96,"['IT', 'CH', 'VA', 'FR', 'DE']",6.4
1634,tm411503,Candy Jar,2018,PG-13,92,['US'],5.8
1635,tm293867,Neal Brennan: 3 Mics,2017,,65,['US'],7.9
1636,tm420800,"To Each, Her Own",2018,,95,['FR'],5.4
1637,tm273600,Kuroko's Basketball the Movie: Last Game,2017,,90,['JP'],7.7
1638,tm286532,Rock my Heart,2017,,105,['DE'],6.5
1639,tm320817,Mersal,2017,,169,['IN'],7.5
1640,tm348568,Jerry Before Seinfeld,2017,,62,['US'],7.0
1641,tm348392,The Last Shaman,2017,,83,"['PE', 'GB', 'US', 'IL', 'IT']",6.6
1642,tm372486,All Good,2018,,93,['DE'],6.5
1643,tm327708,Bareilly Ki Barfi,2017,,123,['IN'],7.5
1644,tm320489,Expedition Happiness,2017,G,95,['DE'],5.9
1645,tm411467,Dany Boon: Des Hauts-De-France,2018,,113,['FR'],6.2
1646,tm307767,Baadshaho,2017,,136,['IN'],4.9
1647,tm432327,C/o Kancharapalem,2018,PG,152,['IN'],8.9
1648,tm352705,Jack Whitehall: At Large,2017,,67,['GB'],6.8
1649,tm376801,The Rachel Divide,2018,,104,['US'],6.3
1650,tm306631,Trevor Noah: Afraid of the Dark,2017,PG-13,68,['US'],7.2
1651,tm370447,The Tree of Blood,2018,,130,['ES'],6.3
1652,tm375962,Nothing to Lose,2018,PG,130,['BR'],2.3
1653,tm414340,Spivak,2018,,91,['US'],5.6
1654,tm313118,"Love, Surreal and Odd",2017,G,95,['TR'],5.6
1655,tm408871,Jefe,2018,,89,['ES'],5.4
1656,tm363787,Christmas in the Heartland,2017,,90,['US'],5.8
1657,tm409817,Sir,2018,,98,"['IN', 'FR']",7.7
1658,tm286520,Jim Gaffigan: Cinco,2017,,73,['US'],7.1
1659,tm244287,Half Girlfriend,2017,,135,['IN'],4.5
1660,tm364206,Ex-Shaman,2018,,81,['BR'],7.1
1661,tm411358,The American Meme,2018,,90,['US'],6.7
1662,tm283559,The Art of Loving: Story of Michalina Wislocka,2017,,121,['PL'],7.1
1663,tm363922,Dovlatov,2018,PG-13,126,"['RS', 'PL', 'RU']",6.4
1664,tm476960,El testigo,2018,,76,[],8.1
1665,tm373873,Weed the People,2018,,98,['US'],7.3
1666,tm366143,Maktub,2017,PG-13,100,['IL'],7.3
1667,tm372969,Love per Square Foot,2018,,133,['IN'],7.2
1668,tm405738,Perdida,2018,R,103,"['ES', 'AR']",5.6
1669,tm319512,The Girl from the Song,2017,,102,['ES'],5.6
1670,tm374357,Going for Gold,2018,G,89,['AU'],4.7
1671,tm326089,Mubarakan,2017,PG-13,156,['IN'],5.6
1672,tm445255,Qismat,2018,,140,['IN'],8.1
1673,tm358609,Sara's Notebook,2018,R,115,['ES'],5.9
1674,tm409494,Ali Wong: Hard Knock Wife,2018,,64,['US'],7.3
1675,tm366973,Tom Segura: Disgraceful,2018,PG-13,74,['US'],7.5
1676,tm852185,Limitless,2017,,59,['IN'],
1677,tm431760,Paskal,2018,,114,['MY'],6.8
1678,tm295558,The Grown-Ups,2017,,82,"['CL', 'NL', 'FR']",7.7
1679,tm434883,Been So Long,2018,,100,['GB'],5.4
1680,tm360945,Soorma,2018,PG-13,131,['IN'],7.3
1681,tm446206,Angela's Christmas,2017,G,30,"['IE', 'CA']",
1682,tm320785,The Mars Generation,2017,,97,['US'],6.5
1683,tm314939,Kalushi : The Story of Solomon Mahlangu,2017,,106,['ZA'],6.5
1684,tm345767,The Maus,2017,,90,['ES'],4.7
1685,tm405901,Family Blood,2018,,92,['US'],4.2
1686,tm445456,Pihu,2018,G,91,['IN'],6.7
1687,tm322200,Superlopez,2018,G,108,['ES'],5.4
1688,tm358813,Judd Apatow: The Return,2017,,69,['US'],6.2
1689,tm424888,Armed to the Teeth,2018,,105,['MX'],7.9
1690,tm323195,Sarah Silverman: A Speck of Dust,2017,,71,['US'],6.9
1691,tm244277,Pa Paandi,2017,,125,['IN'],7.4
1692,tm314295,Nobody Speak: Trials of the Free Press,2017,,95,"['US', 'NL']",6.4
1693,tm368441,Aapla Manus,2018,,132,['IN'],7.0
1694,tm325433,Dismissal,2017,,90,"['AR', 'ES']",5.0
1695,tm444799,Christmas Catch,2018,,80,['CA'],5.3
1696,tm359030,F.R.E.D.I.,2018,,89,['XX'],4.9
1697,tm233345,Love Beats Rhymes,2017,R,105,['US'],5.3
1698,tm309115,Naam Shabana,2017,,147,['IN'],6.2
1699,tm358242,Brian Regan: Nunchucks and Flamethrowers,2017,,61,['US'],6.3
1700,tm320206,#realityhigh,2017,,99,['US'],5.1
1701,tm358239,DeRay Davis: How to Act Black,2017,PG,66,['US'],6.1
1702,tm351688,Def Comedy Jam 25,2017,,81,['US'],6.6
1703,tm362264,The Gift,2017,,85,['TZ'],8.0
1704,tm463827,Paranormal Investigation,2018,,92,['FR'],3.7
1705,tm421125,The Suit,2018,,96,['EG'],5.3
1706,tm311283,Amy Schumer: The Leather Special,2017,,57,['US'],3.1
1707,tm275004,Bon Cop Bad Cop 2,2017,,126,['CA'],6.6
1708,tm358949,A Very Country Christmas,2017,G,83,"['CA', 'US']",6.0
1709,tm418870,Close Enemies,2018,,111,"['FR', 'BE']",6.4
1710,tm413955,A Fortunate Man,2018,,162,['DK'],7.2
1711,tm348073,Pup Star: Better 2Gether,2017,G,90,['US'],4.3
1712,tm359658,The 3rd Eye,2017,,107,['ID'],5.1
1713,tm357272,Barbra: The Music ... The Mem'ries ... The Magic!,2017,,108,['US'],7.5
1714,tm408892,Unbridled,2018,,96,"['IT', 'ES']",5.0
1715,tm371619,Sabrina,2018,,98,"['ID', 'MY', 'SG']",4.1
1716,tm337040,Maz Jobrani: Immigrant,2017,,67,['US'],6.7
1717,tm361505,48 Christmas Wishes,2017,,84,['CA'],3.9
1718,tm417111,How to Get Over a Breakup,2018,,104,['PE'],6.1
1719,tm429984,Pachamama,2018,PG,72,"['FR', 'LU', 'CA']",6.8
1720,tm307551,Katherine Ryan: In Trouble,2017,,63,['GB'],7.0
1721,tm449262,Ascharya Fuck It,2018,,90,['IN'],5.1
1722,tm412489,Dear Son,2018,,100,"['FR', 'QA', 'TN', 'BE']",6.5
1723,tm407318,Sofía Niño de Rivera: Natural Selection,2018,,62,['MX'],6.9
1724,tm429382,Nappily Ever After,2018,NC-17,98,['US'],6.4
1725,tm321073,Judwaa 2,2017,,150,['IN'],3.6
1726,tm353627,Christina P: Mother Inferior,2017,,59,['US'],6.4
1727,tm411313,Forgive Us Our Debts,2018,,104,"['PL', 'CH', 'AL', 'IT']",6.2
1728,tm367264,Milada,2017,,130,"['CZ', 'US']",6.3
1729,tm334949,Right Here Right Now,2018,,89,['DE'],5.4
1730,tm365961,Mustang Island,2017,,86,['US'],6.2
1731,tm413418,Cycle,2018,,96,['IN'],8.1
1732,tm370440,Paradox,2018,,73,['US'],3.9
1733,tm328052,Sparring,2017,,95,['FR'],6.4
1734,tm359975,The Chase,2017,,110,['KR'],6.6
1735,tm348467,Invisible,2017,,87,"['AR', 'FR']",6.0
1736,tm326270,Tiffany Haddish: She Ready! From the Hood to Hollywood!,2017,,65,['US'],6.7
1737,tm429567,Party Monster: Scratching the Surface,2018,PG-13,33,['US'],
1738,tm413129,Goyo: The Boy General,2018,,155,['PH'],6.7
1739,tm444821,5 Star Christmas,2018,,92,['IT'],4.5
1740,tm443537,Ani... Dr. Kashinath Ghanekar,2018,,159,['IN'],8.4
1741,tm435487,Suzzanna: Buried Alive,2018,,125,['ID'],5.5
1742,tm422715,Stree,2018,,128,['IN'],7.5
1743,tm558730,A Champion Heart,2018,G,90,['US'],5.9
1744,tm283322,Burning Sands,2017,,105,['US'],6.0
1745,tm356666,Judah Friedlander: America Is the Greatest Country in the United States,2017,R,84,['US'],7.8
1746,tm285329,Take the 10,2017,,80,['US'],4.7
1747,tm422359,Aurora,2018,,110,['PH'],4.3
1748,tm357708,The Bros,2017,,102,['KR'],6.1
1749,tm311902,Jim Norton: Mouthful of Shame,2017,,61,['US'],7.0
1750,tm244310,Merku Thodarchi Malai,2018,,122,['IN'],8.6
1751,tm247631,Clair Obscur,2017,,100,['TR'],6.5
1752,tm366025,Blanche Gardin: I Talk to Myself,2017,,88,['FR'],7.9
1753,tm428597,Being Napoleon,2018,,88,['US'],5.5
1754,tm352033,The Milk System,2018,,90,"['DE', 'IT']",7.0
1755,tm323602,The Price of Success,2017,,92,['FR'],5.7
1756,tm416121,Kuntilanak,2018,,105,['ID'],4.6
1757,tm430281,Dhh,2018,R,126,['IN'],7.8
1758,tm371622,Malena Pichot: Estupidez compleja,2018,,50,['AR'],5.7
1759,tm428483,The Girl Allergic to Wi-Fi,2018,,104,['PH'],6.2
1760,tm456983,Mauli,2018,,134,['IN'],5.5
1761,tm410298,Samouni Road,2018,,129,"['IT', 'FR']",6.7
1762,tm464947,Chief Daddy,2018,,98,['NG'],4.7
1763,tm319310,CIA: Comrade In America,2017,,134,['IN'],6.4
1764,tm424898,Bayonet,2018,,101,"['MX', 'FI']",5.7
1765,tm351201,In the Family,2017,PG-13,124,['TR'],7.7
1766,tm429377,Bert Kreischer: Secret Time,2018,,57,['US'],7.3
1767,tm299771,Gad Gone Wild,2017,,57,['FR'],6.9
1768,tm324806,Counterpunch,2017,,91,['US'],6.7
1769,tm436171,El Potro: lo mejor del amor,2018,,122,['AR'],5.2
1770,tm431928,Rajma Chawal,2018,,129,['IN'],5.7
1771,tm363088,Russell Howard: Recalibrate,2017,,69,['GB'],7.4
1772,tm1068348,Deranged,2017,,99,[],3.2
1773,tm375091,Marlon Wayans: Woke-ish,2018,,68,['US'],6.5
1774,tm324204,Monster Island,2017,PG,80,"['IN', 'MX']",4.7
1775,tm370430,Liberated: The New Sexual Revolution,2017,,84,"['US', 'MX']",6.0
1776,tm443034,Your Son,2018,,103,['ES'],6.1
1777,tm348281,Kingdom of Us,2017,,109,['GB'],6.9
1778,tm445153,Njan Prakashan,2018,G,125,['IN'],7.6
1779,tm407730,Target,2018,,93,['ID'],4.0
1780,tm320249,Maria Bamford: Old Baby,2017,,64,['US'],6.1
1781,tm374226,Gad Elmaleh: American Dream,2018,,57,['US'],7.2
1782,tm319477,Rodney King,2017,,52,['US'],5.8
1783,tm518107,Alter Ego,2017,,111,['NG'],5.7
1784,tm245383,Te Ata,2017,PG,105,['US'],7.4
1785,tm350971,The Last Hour,2017,,118,['PE'],6.3
1786,tm443283,Loudon Wainwright III: Surviving Twin,2018,,91,['US'],7.1
1787,tm279017,"Michael Bolton's Big, Sexy Valentine's Day Special",2017,,54,['US'],6.8
1788,tm349656,A Sort of Family,2017,,95,"['BR', 'DK', 'FR', 'DE', 'PL', 'AR']",6.3
1789,tm512751,In Line,2017,,115,['NG'],6.1
1790,tm353875,All the Reasons to Forget,2017,,90,['BR'],6.2
1791,tm327219,Buddy Thunderstruck: The Maybe Pile,2017,,13,['US'],
1792,tm315865,Laerte-se,2017,,100,['BR'],7.0
1793,tm369433,Awe!,2018,,115,['IN'],7.7
1794,tm435144,Notes from Dunblane: Lessons from a School Shooting,2018,,23,['US'],
1795,tm437159,ReMastered: Who Shot the Sheriff,2018,,57,['US'],6.9
1796,tm414595,Period. End of Sentence.,2018,,26,['US'],
1797,tm459527,Good Game: The Beginning,2018,PG-13,104,['TR'],4.4
